legislation_number,sponsor,party_of_sponsor,date_of_introduction,congress,state
S. 1537,"Proxmire, William [Sen.-D-WI-00]",Democratic,04/25/1975,94,WI
S. 1531,"Bellmon, Henry L. [Sen.-R-OK-00]",Republican,04/24/1975,94,OK
S. 1526,"Humphrey, Hubert H. [Sen.-D-MN-00]",Democratic,04/24/1975,94,MN
S. 1518,"Moss, Frank E. [Sen.-D-UT-00]",Democratic,04/24/1975,94,UT
S. 1517,"Sparkman, John J. [Sen.-D-AL-00]",Democratic,04/24/1975,94,AL
S. 1506,"Metcalf, Lee [Sen.-D-MT-00]",Democratic,04/23/1975,94,MT
S. 1494,"Packwood, Bob [Sen.-R-OR-00]",Republican,04/21/1975,94,OR
S. 1477,"McClure, James A. [Sen.-R-ID-00]",Republican,04/18/1975,94,ID
S. 1469,"Stevens, Ted [Sen.-R-AK-00]",Republican,04/17/1975,94,AK
S. 1466,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,04/17/1975,94,MA
S. 1462,"Hartke, Vance [Sen.-D-IN-00]",Democratic,04/17/1975,94,IN
S. 1414,"Fong, Hiram L. [Sen.-R-HI-00]",Republican,04/10/1975,94,HI
S. 1404,"Johnston, J. Bennett [Sen.-D-LA-00]",Democratic,04/10/1975,94,LA
S. 1365,"Stevens, Ted [Sen.-R-AK-00]",Republican,04/07/1975,94,AK
S. 1327,"Abourezk, James [Sen.-D-SD-00]",Democratic,03/26/1975,94,SD
S. 1310,"Allen, James B. [Sen.-D-AL-00]",Democratic,03/24/1975,94,AL
S. 1283,"Burdick, Quentin N. [Sen.-D-ND-00]",Democratic,03/21/1975,94,ND
S. 1281,"Proxmire, William [Sen.-D-WI-00]",Democratic,03/21/1975,94,WI
S. 1247,"Stennis, John C. [Sen.-D-MS-00]",Democratic,03/19/1975,94,MS
S. 1245,"Stevens, Ted [Sen.-R-AK-00]",Republican,03/19/1975,94,AK
S. 1236,"McGovern, George [Sen.-D-SD-00]",Democratic,03/18/1975,94,SD
S. 1026,"Jackson, Henry M. [Sen.-D-WA-00]",Democratic,03/07/1975,94,WA
S. 999,"Roth Jr., William V. [Sen.-R-DE-00]",Republican,03/07/1975,94,DE
S. 994,"Pastore, John O. [Sen.-D-RI-00]",Democratic,03/06/1975,94,RI
S. 969,"Hartke, Vance [Sen.-D-IN-00]",Democratic,03/05/1975,94,IN
S. 907,"Scott, Hugh [Sen.-R-PA-00]",Republican,03/03/1975,94,PA
S. 896,"Jackson, Henry M. [Sen.-D-WA-00]",Democratic,02/28/1975,94,WA
S. 866,"Eastland, James O. [Sen.-D-MS-00]",Democratic,02/27/1975,94,MS
S. 865,"Buckley, James L. [Sen.-R-NY-00]",Republican,02/27/1975,94,NY
S. 848,"Sparkman, John J. [Sen.-D-AL-00]",Democratic,02/26/1975,94,AL
S. 832,"Moss, Frank E. [Sen.-D-UT-00]",Democratic,02/25/1975,94,UT
S. 824,"Javits, Jacob K. [Sen.-R-NY-00]",Republican,02/25/1975,94,NY
S. 818,"Sparkman, John J. [Sen.-D-AL-00]",Democratic,02/24/1975,94,AL
S. 811,"Tunney, John V. [Sen.-D-CA-00]",Democratic,02/24/1975,94,CA
S. 804,"Case, Clifford P. [Sen.-R-NJ-00]",Republican,02/24/1975,94,NJ
S. 800,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,02/22/1975,94,MA
S. 726,"Church, Frank [Sen.-D-ID-00]",Democratic,02/18/1975,94,ID
S. 721,"McClellan, John L. [Sen.-D-AR-00]",Democratic,02/18/1975,94,AR
S. 720,"McClellan, John L. [Sen.-D-AR-00]",Democratic,02/18/1975,94,AR
S. 719,"McClellan, John L. [Sen.-D-AR-00]",Democratic,02/18/1975,94,AR
S. 644,"Moss, Frank E. [Sen.-D-UT-00]",Democratic,02/07/1975,94,UT
S. 622,"Jackson, Henry M. [Sen.-D-WA-00]",Democratic,02/07/1975,94,WA
S. 611,"Randolph, Jennings [Sen.-D-WV-00]",Democratic,02/07/1975,94,WV
S. 605,"Griffin, Robert P. [Sen.-R-MI-00]",Republican,02/07/1975,94,MI
S. 586,"Hollings, Ernest F. [Sen.-D-SC-00]",Democratic,02/05/1975,94,SC
S. 584,"Burdick, Quentin N. [Sen.-D-ND-00]",Democratic,02/05/1975,94,ND
S. 557,"Domenici, Pete V. [Sen.-R-NM-00]",Republican,02/05/1975,94,NM
S. 555,"Eastland, James O. [Sen.-D-MS-00]",Democratic,02/05/1975,94,MS
S. 537,"Burdick, Quentin N. [Sen.-D-ND-00]",Democratic,02/03/1975,94,ND
S. 532,"Haskell, Floyd K. [Sen.-D-CO-00]",Democratic,02/03/1975,94,CO
S. 522,"Jackson, Henry M. [Sen.-D-WA-00]",Democratic,02/03/1975,94,WA
S. 510,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,01/30/1975,94,MA
S. 507,"Haskell, Floyd K. [Sen.-D-CO-00]",Democratic,01/30/1975,94,CO
S. 447,"Cranston, Alan [Sen.-D-CA-00]",Democratic,01/28/1975,94,CA
S. 441,"Eastland, James O. [Sen.-D-MS-00]",Democratic,01/28/1975,94,MS
S. 435,"Young, Milton R. [Sen.-R-ND-00]",Republican,01/28/1975,94,ND
S. 409,"Proxmire, William [Sen.-D-WI-00]",Democratic,01/27/1975,94,WI
S. 400,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,01/27/1975,94,MA
S. 391,"Metcalf, Lee [Sen.-D-MT-00]",Democratic,01/27/1975,94,MT
S. 364,"McClure, James A. [Sen.-R-ID-00]",Republican,01/23/1975,94,ID
S. 332,"Magnuson, Warren G. [Sen.-D-WA-00]",Democratic,01/23/1975,94,WA
S. 331,"Hruska, Roman L. [Sen.-R-NE-00]",Republican,01/23/1975,94,NE
S. 327,"Jackson, Henry M. [Sen.-D-WA-00]",Democratic,01/23/1975,94,WA
S. 326,"Jackson, Henry M. [Sen.-D-WA-00]",Democratic,01/23/1975,94,WA
S. 322,"Church, Frank [Sen.-D-ID-00]",Democratic,01/23/1975,94,ID
S. 313,"Bentsen, Lloyd M. [Sen.-D-TX-00]",Democratic,01/23/1975,94,TX
S. 281,"Hartke, Vance [Sen.-D-IN-00]",Democratic,01/21/1975,94,IN
S. 270,"Pearson, James B. [Sen.-R-KS-00]",Republican,01/21/1975,94,KS
S. 268,"Haskell, Floyd K. [Sen.-D-CO-00]",Democratic,06/03/1975,94,CO
S. 267,"Haskell, Floyd K. [Sen.-D-CO-00]",Democratic,01/21/1975,94,CO
S. 249,"Williams, Harrison A., Jr. [Sen.-D-NJ-00]",Democratic,01/17/1975,94,NJ
S. 240,"Burdick, Quentin N. [Sen.-D-ND-00]",Democratic,01/17/1975,94,ND
S. 233,"Burdick, Quentin N. [Sen.-D-ND-00]",Democratic,01/17/1975,94,ND
S. 229,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,01/17/1975,94,MA
S. 223,"Mondale, Walter F. [Sen.-D-MN-00]",Democratic,01/17/1975,94,MN
S. 217,"Domenici, Pete V. [Sen.-R-NM-00]",Republican,01/17/1975,94,NM
S. 172,"Metcalf, Lee [Sen.-D-MT-00]",Democratic,01/16/1975,94,MT
S. 151,"Hansen, Clifford P. [Sen.-R-WY-00]",Republican,01/15/1975,94,WY
S. 98,"Stevens, Ted [Sen.-R-AK-00]",Republican,01/15/1975,94,AK
S. 95,"Mathias, Charles McC., Jr. [Sen.-R-MD-00]",Republican,01/15/1975,94,MD
S. 66,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,01/15/1975,94,MA
S. 64,"Stevens, Ted [Sen.-R-AK-00]",Republican,01/15/1975,94,AK
S. 58,"Scott, Hugh [Sen.-R-PA-00]",Republican,01/15/1975,94,PA
S. 55,"Inouye, Daniel K. [Sen.-D-HI-00]",Democratic,01/15/1975,94,HI
S. 52,"Inouye, Daniel K. [Sen.-D-HI-00]",Democratic,01/15/1975,94,HI
S. 24,"McClellan, John L. [Sen.-D-AR-00]",Democratic,01/15/1975,94,AR
S. 22,"McClellan, John L. [Sen.-D-AR-00]",Democratic,01/15/1975,94,AR
S. 18,"Dole, Robert J. [Sen.-R-KS-00]",Republican,01/15/1975,94,KS
S. 14,"McClellan, John L. [Sen.-D-AR-00]",Democratic,01/15/1975,94,AR
S. 12,"McClellan, John L. [Sen.-D-AR-00]",Democratic,01/15/1975,94,AR
S. 6,"Williams, Harrison A., Jr. [Sen.-D-NJ-00]",Democratic,01/15/1975,94,NJ
S. 5,"Chiles, Lawton [Sen.-D-FL-00]",Democratic,01/15/1975,94,FL
S.J.Res. 209,"Bentsen, Lloyd M. [Sen.-D-TX-00]",Democratic,07/30/1976,94,TX
S.J.Res. 203,"Pell, Claiborne [Sen.-D-RI-00]",Democratic,06/16/1976,94,RI
S.J.Res. 201,"Javits, Jacob K. [Sen.-R-NY-00]",Republican,06/15/1976,94,NY
S.J.Res. 196,"Moss, Frank E. [Sen.-D-UT-00]",Democratic,05/13/1976,94,UT
S.J.Res. 184,"Byrd, Robert C. [Sen.-D-WV-00]",Democratic,03/18/1976,94,WV
S.J.Res. 181,"Moss, Frank E. [Sen.-D-UT-00]",Democratic,03/16/1976,94,UT
S.J.Res. 168,"Scott, Hugh [Sen.-R-PA-00]",Republican,02/06/1976,94,PA
S.J.Res. 167,"Weicker, Lowell P., Jr. [Sen.-R-CT-00]",Republican,02/06/1976,94,CT
S.J.Res. 157,"McIntyre, Thomas J. [Sen.-D-NH-00]",Democratic,12/19/1975,94,NH
S.J.Res. 154,"Williams, Harrison A., Jr. [Sen.-D-NJ-00]",Democratic,12/17/1975,94,NJ
S.J.Res. 134,"Proxmire, William [Sen.-D-WI-00]",Democratic,10/01/1975,94,WI
S.J.Res. 126,"Jackson, Henry M. [Sen.-D-WA-00]",Democratic,09/11/1975,94,WA
S.J.Res. 125,"Kennedy, Edward M. [Sen.-D-MA-00]",Democratic,09/08/1975,94,MA
S.J.Res. 102,"Sparkman, John J. [Sen.-D-AL-00]",Democratic,07/09/1975,94,AL
S.J.Res. 101,"Burdick, Quentin N. [Sen.-D-ND-00]",Democratic,06/27/1975,94,ND
S.J.Res. 100,"Scott, Hugh [Sen.-R-PA-00]",Republican,06/26/1975,94,PA
S.J.Res. 98,"Scott, Hugh [Sen.-R-PA-00]",Republican,06/26/1975,94,PA
S.J.Res. 94,"Proxmire, William [Sen.-D-WI-00]",Democratic,06/10/1975,94,WI
S.J.Res. 92,"Scott, Hugh [Sen.-R-PA-00]",Republican,06/09/1975,94,PA
S.J.Res. 59,"Bartlett, Dewey F. [Sen.-R-OK-00]",Republican,03/13/1975,94,OK
S.J.Res. 49,"Bayh, Birch [Sen.-D-IN-00]",Democratic,03/06/1975,94,IN
S.J.Res. 48,"Byrd, Robert C. [Sen.-D-WV-00]",Democratic,03/06/1975,94,WV
S.J.Res. 42,"Scott, Hugh [Sen.-R-PA-00]",Republican,03/03/1975,94,PA
S.J.Res. 41,"Scott, Hugh [Sen.-R-PA-00]",Republican,03/03/1975,94,PA
S.J.Res. 35,"Randolph, Jennings [Sen.-D-WV-00]",Democratic,02/19/1975,94,WV
S.J.Res. 34,"McIntyre, Thomas J. [Sen.-D-NH-00]",Democratic,02/19/1975,94,NH
S.J.Res. 23,"Byrd, Harry F.,  Jr. [Sen.-I-VA-00]",Independent,01/30/1975,94,VA
H.R. 17655,"Sullivan, Leonor K. (Mrs. John B.) [Rep.-D-MO-03]",Democratic,12/18/1974,93,MO
H.R. 17628,"Price, Melvin [Rep.-D-IL-23]",Democratic,12/12/1974,93,IL
H.R. 17597,"Ullman, Al [Rep.-D-OR-02]",Democratic,12/10/1974,93,OR
H.R. 17558,"Blatnik, John Anton [Rep.-D-MN-08]",Democratic,12/03/1974,93,MN
H.R. 17505,"Mahon, George H. [Rep.-D-TX-19]",Democratic,11/25/1974,93,TX
H.R. 17503,"Brademas, John [Rep.-D-IN-03]",Democratic,11/25/1974,93,IN
H.R. 17468,"Sikes, Robert L. F. [Rep.-D-FL-01]",Democratic,11/19/1974,93,FL
H.R. 17450,"Adams, Brock [Rep.-D-WA-07]",Democratic,11/19/1974,93,WA
H.R. 17434,"Sullivan, Leonor K. (Mrs. John B.) [Rep.-D-MO-03]",Democratic,11/18/1974,93,MO
H.R. 17045,"Mills, Wilbur D. [Rep.-D-AR-02]",Democratic,10/03/1974,93,AR
H.R. 17027,"Gray, Kenneth J. [Rep.-D-IL-24]",Democratic,10/02/1974,93,IL
H.R. 17026,"Gray, Kenneth J. [Rep.-D-IL-24]",Democratic,10/02/1974,93,IL
H.R. 17010,"Rodino, Peter W., Jr. [Rep.-D-NJ-10]",Democratic,10/02/1974,93,NJ
H.R. 16925,"Diggs, Charles C., Jr. [Rep.-D-MI-13]",Democratic,09/30/1974,93,MI
H.R. 16901,"Whitten, Jamie L. [Rep.-D-MS-01]",Democratic,09/25/1974,93,MS
H.R. 16900,"Mahon, George H. [Rep.-D-TX-19]",Democratic,09/25/1974,93,TX
H.R. 16857,"Jones, Walter B. [Rep.-D-NC-01]",Democratic,09/24/1974,93,NC
H.R. 16757,"Macdonald, Torbert H. [Rep.-D-MA-07]",Democratic,09/19/1974,93,MA
H.R. 16609,"Price, Melvin [Rep.-D-IL-23]",Democratic,09/11/1974,93,IL
H.R. 16596,"Daniels, Dominick V. [Rep.-D-NJ-14]",Democratic,09/11/1974,93,NJ
H.R. 16424,"Horton, Frank J. [Rep.-R-NY-34]",Republican,08/14/1974,93,NY
H.R. 16243,"Mahon, George H. [Rep.-D-TX-19]",Democratic,08/01/1974,93,TX
H.R. 16215,"Downing, Thomas N. [Rep.-D-VA-01]",Democratic,08/01/1974,93,VA
H.R. 16136,"Pike, Otis G. [Rep.-D-NY-01]",Democratic,07/25/1974,93,NY
H.R. 16102,"Staggers, Harley O. [Rep.-D-WV-02]",Democratic,07/24/1974,93,WV
H.R. 16045,"Rogers, Paul G. [Rep.-D-FL-11]",Democratic,07/22/1974,93,FL
H.R. 16032,"Patman, Wright [Rep.-D-TX-01]",Democratic,07/22/1974,93,TX
H.R. 16027,"Hansen, Julia Butler [Rep.-D-WA-03]",Democratic,07/18/1974,93,WA
H.R. 16006,"Fisher, O. C. [Rep.-D-TX-21]",Democratic,07/18/1974,93,TX
H.R. 15977,"Ashley, Thomas L. [Rep.-D-OH-09]",Democratic,07/18/1974,93,OH
H.R. 15936,"Stratton, Samuel S. [Rep.-D-NY-28]",Democratic,07/16/1974,93,NY
H.R. 15912,"Carney, Charles J. [Rep.-D-OH-19]",Democratic,07/16/1974,93,OH
H.R. 15842,"Diggs, Charles C., Jr. [Rep.-D-MI-13]",Democratic,07/10/1974,93,MI
H.R. 15818,"Brooks, Jack B. [Rep.-D-TX-09]",Democratic,07/10/1974,93,TX
H.R. 15791,"Diggs, Charles C., Jr. [Rep.-D-MI-13]",Democratic,07/03/1974,93,MI
H.R. 15736,"Johnson, Harold T. [Rep.-D-CA-02]",Democratic,07/01/1974,93,CA
H.R. 15643,"Diggs, Charles C., Jr. [Rep.-D-MI-13]",Democratic,06/26/1974,93,MI
H.R. 15581,"Natcher, William H. [Rep.-D-KY-02]",Democratic,06/24/1974,93,KY
H.R. 15580,"Flood, Daniel J. [Rep.-D-PA-11]",Democratic,06/24/1974,93,PA
H.R. 15572,"Boland, Edward P. [Rep.-D-MA-02]",Democratic,06/21/1974,93,MA
H.R. 15544,"Steed, Tom [Rep.-D-OK-04]",Democratic,06/20/1974,93,OK
H.R. 15540,"Sullivan, Leonor K. (Mrs. John B.) [Rep.-D-MO-03]",Democratic,06/20/1974,93,MO
H.R. 15461,"Hungate, William L. [Rep.-D-MO-09]",Democratic,06/18/1974,93,MO
H.R. 15427,"Staggers, Harley O. [Rep.-D-WV-02]",Democratic,06/14/1974,93,WV
H.R. 15406,"Stratton, Samuel S. [Rep.-D-NY-28]",Democratic,06/14/1974,93,NY
H.R. 15405,"McFall, John J. [Rep.-D-CA-15]",Democratic,06/14/1974,93,CA
H.R. 15404,"Rooney, John J. [Rep.-D-NY-14]",Democratic,06/13/1974,93,NY
H.R. 15322,"Poage, W. R. [Rep.-D-TX-11]",Democratic,06/11/1974,93,TX
H.R. 15301,"Staggers, Harley O. [Rep.-D-WV-02]",Democratic,06/10/1974,93,WV
H.R. 15296,"O'Hara, James G. [Rep.-D-MI-12]",Democratic,06/10/1974,93,MI
H.R. 15229,"Sullivan, Leonor K. (Mrs. John B.) [Rep.-D-MO-03]",Democratic,06/05/1974,93,MO
H.R. 15223,"Staggers, Harley O. [Rep.-D-WV-02]",Democratic,06/05/1974,93,WV
H.R. 15205,"Staggers, Harley O. [Rep.-D-WV-02]",Democratic,06/05/1974,93,WV
H.R. 15173,"Kastenmeier, Robert W. [Rep.-D-WI-02]",Democratic,06/04/1974,93,WI
H.R. 15172,"Hays, Wayne L. [Rep.-D-OH-18]",Democratic,06/04/1974,93,OH
H.R. 15155,"Evins, Joe L. [Rep.-D-TN-04]",Democratic,06/03/1974,93,TN
H.R. 15148,"Hebert, F. Edward [Rep.-D-LA-01]",Democratic,06/03/1974,93,LA
H.R. 15124,"Corman, James C. [Rep.-D-CA-22]",Democratic,05/30/1974,93,CA
H.R. 15074,"Diggs, Charles C., Jr. [Rep.-D-MI-13]",Democratic,05/29/1974,93,MI
H.R. 15067,"Wyman, Louis C. [Rep.-R-NH-01]",Republican,05/29/1974,93,NH
H.R. 14920,"McCormack, Mike [Rep.-D-WA-04]",Democratic,05/21/1974,93,WA
H.R. 14883,"Blatnik, John Anton [Rep.-D-MN-08]",Democratic,05/20/1974,93,MN
H.R. 14833,"Ullman, Al [Rep.-D-OR-02]",Democratic,05/16/1974,93,OR
H.R. 14832,"Ullman, Al [Rep.-D-OR-02]",Democratic,05/16/1974,93,OR
H.R. 14718,"Holifield, Chet [Rep.-D-CA-19]",Democratic,05/09/1974,93,CA
H.R. 14689,"Cronin, Paul W. [Rep.-R-MA-05]",Republican,05/08/1974,93,MA
H.R. 14600,"Sullivan, Leonor K. (Mrs. John B.) [Rep.-D-MO-03]",Democratic,05/06/1974,93,MO
H.R. 14597,"Rodino, Peter W., Jr. [Rep.-D-NJ-10]",Democratic,05/06/1974,93,NJ
H.R. 14592,"Hebert, F. Edward [Rep.-D-LA-01]",Democratic,05/06/1974,93,LA
H.R. 14461,"Young, C. W. Bill [Rep.-R-FL-06]",Republican,04/29/1974,93,FL
H.R. 14449,"Hawkins, Augustus F. [Rep.-D-CA-21]",Democratic,04/29/1974,93,CA
H.R. 14434,"Mahon, George H. [Rep.-D-TX-19]",Democratic,04/25/1974,93,TX
H.R. 14402,"Hebert, F. Edward [Rep.-D-LA-01]",Democratic,04/25/1974,93,LA
H.R. 14401,"Hebert, F. Edward [Rep.-D-LA-01]",Democratic,04/25/1974,93,LA
H.R. 14368,"Hastings, James F. [Rep.-R-NY-39]",Republican,04/24/1974,93,NY
H.R. 14354,"Perkins, Carl Dewey [Rep.-D-KY-07]",Democratic,04/24/1974,93,KY
H.R. 14349,"Hebert, F. Edward [Rep.-D-LA-01]",Democratic,04/24/1974,93,LA
H.R. 14291,"Fraser, Donald M. [Rep.-D-MN-05]",Democratic,04/23/1974,93,MN
H.R. 14225,"Brademas, John [Rep.-D-IN-03]",Democratic,04/11/1974,93,IN
H.R. 14217,"Taylor, Roy A. [Rep.-D-NC-11]",Democratic,04/11/1974,93,NC
H.R. 14013,"Mahon, George H. [Rep.-D-TX-19]",Democratic,04/04/1974,93,TX
H.R. 14012,"Casey, Bob [Rep.-D-TX-22]",Democratic,04/04/1974,93,TX
H.R. 13999,"Teague, Olin E. [Rep.-D-TX-06]",Democratic,04/04/1974,93,TX
H.R. 13998,"Teague, Olin E. [Rep.-D-TX-06]",Democratic,04/04/1974,93,TX
H.R. 13871,"Daniels, Dominick V. [Rep.-D-NJ-14]",Democratic,04/02/1974,93,NJ
H.R. 13869,"Cederberg, Elford A. [Rep.-R-MI-10]",Republican,04/01/1974,93,MI
H.R. 13839,"Ashley, Thomas L. [Rep.-D-OH-09]",Democratic,04/01/1974,93,OH
H.R. 13631,"Kemp, Jack [Rep.-R-NY-38]",Republican,03/20/1974,93,NY
H.R. 13595,"Sullivan, Leonor K. (Mrs. John B.) [Rep.-D-MO-03]",Democratic,03/19/1974,93,MO
H.R. 13561,"Sullivan, Leonor K. (Mrs. John B.) [Rep.-D-MO-03]",Democratic,03/18/1974,93,MO
H.R. 13542,"Goodling, George A. [Rep.-R-PA-19]",Republican,03/18/1974,93,PA
H.R. 13267,"Won Pat, Antonio B. [Del.-D-GU-00]",Democratic,03/05/1974,93,GU
H.R. 13264,"Sisk, B. F. [Rep.-D-CA-16]",Democratic,03/05/1974,93,CA
H.R. 13261,"Rosenthal, Benjamin S. [Rep.-D-NY-08]",Democratic,03/05/1974,93,NY
H.R. 13221,"Johnson, Harold T. [Rep.-D-CA-02]",Democratic,03/05/1974,93,CA
H.R. 13157,"Taylor, Roy A. [Rep.-D-NC-11]",Democratic,02/28/1974,93,NC
H.R. 13113,"Poage, W. R. [Rep.-D-TX-11]",Democratic,02/27/1974,93,TX
H.R. 13025,"Ullman, Al [Rep.-D-OR-02]",Democratic,02/25/1974,93,OR
H.R. 13022,"Sisk, B. F. [Rep.-D-CA-16]",Democratic,02/25/1974,93,CA
H.R. 12925,"Sullivan, Leonor K. (Mrs. John B.) [Rep.-D-MO-03]",Democratic,02/20/1974,93,MO
H.R. 12920,"Morgan, Thomas E. [Rep.-D-PA-22]",Democratic,02/20/1974,93,PA
H.R. 12884,"Melcher, John [Rep.-D-MT-02]",Democratic,02/19/1974,93,MT
H.R. 12860,"Brown, Clarence, Jr. [Rep.-R-OH-07]",Republican,02/19/1974,93,OH
H.R. 12832,"Diggs, Charles C., Jr. [Rep.-D-MI-13]",Democratic,02/14/1974,93,MI
H.R. 12799,"Morgan, Thomas E. [Rep.-D-PA-22]",Democratic,02/13/1974,93,PA
H.R. 12670,"Stratton, Samuel S. [Rep.-D-NY-28]",Democratic,02/06/1974,93,NY
H.R. 12628,"Dorn, William Jennings Bryan [Rep.-D-SC-03]",Democratic,02/06/1974,93,SC
H.R. 12627,"Young, Don [Rep.-R-AK-00]",Republican,02/05/1974,93,AK
H.R. 12565,"Hebert, F. Edward [Rep.-D-LA-01]",Democratic,02/05/1974,93,LA
H.R. 12471,"Moorhead, William S. [Rep.-D-PA-14]",Democratic,01/31/1974,93,PA
H.R. 12466,"Hays, Wayne L. [Rep.-D-OH-18]",Democratic,01/31/1974,93,OH
H.R. 12465,"Hays, Wayne L. [Rep.-D-OH-18]",Democratic,01/31/1974,93,OH
H.R. 12427,"Sullivan, Leonor K. (Mrs. John B.) [Rep.-D-MO-03]",Democratic,01/30/1974,93,MO
H.R. 12412,"Morgan, Thomas E. [Rep.-D-PA-22]",Democratic,01/30/1974,93,PA
H.R. 12341,"Hays, Wayne L. [Rep.-D-OH-18]",Democratic,01/29/1974,93,OH
H.R. 12281,"Griffiths, Martha W. [Rep.-D-MI-17]",Democratic,01/24/1974,93,MI
H.R. 12253,"Perkins, Carl Dewey [Rep.-D-KY-07]",Democratic,01/23/1974,93,KY
H.R. 12165,"Johnson, Harold T. [Rep.-D-CA-02]",Democratic,01/21/1974,93,CA
H.R. 12113,"Holifield, Chet [Rep.-D-CA-19]",Democratic,12/21/1973,93,CA
H.R. 12109,"Fraser, Donald M. [Rep.-D-MN-05]",Democratic,12/21/1973,93,MN
H.R. 12044,"Mathias, Robert B. (Bob) [Rep.-R-CA-18]",Republican,12/19/1973,93,CA
H.R. 12035,"Young, Andrew [Rep.-D-GA-05]",Democratic,12/19/1973,93,GA
H.R. 12000,"Jones, Ed [Rep.-D-TN-07]",Democratic,12/18/1973,93,TN
H.R. 11864,"McCormack, Mike [Rep.-D-WA-04]",Democratic,12/10/1973,93,WA
H.R. 11847,"Symington, James W. [Rep.-D-MO-02]",Democratic,12/07/1973,93,MO
H.R. 11830,"Waggonner, Joe D., Jr. [Rep.-D-LA-04]",Democratic,12/06/1973,93,LA
H.R. 11802,"Poage, W. R. [Rep.-D-TX-11]",Democratic,12/05/1973,93,TX
H.R. 11796,"Matsunaga, Spark M. [Rep.-D-HI-01]",Democratic,12/05/1973,93,HI
H.R. 11793,"Holifield, Chet [Rep.-D-CA-19]",Democratic,12/05/1973,93,CA
H.R. 11771,"Passman, Otto E. [Rep.-D-LA-05]",Democratic,12/04/1973,93,LA
H.R. 11710,"Dulski, Thaddeus J. [Rep.-D-NY-37]",Democratic,11/30/1973,93,NY
H.R. 11576,"Mahon, George H. [Rep.-D-TX-19]",Democratic,11/27/1973,93,TX
H.R. 11575,"Mahon, George H. [Rep.-D-TX-19]",Democratic,11/27/1973,93,TX
H.R. 11559,"de Lugo, Ron [Del.-D-VI-00]",Democratic,11/26/1973,93,VI
H.R. 11546,"Wilson, Charles [Rep.-D-TX-02]",Democratic,11/15/1973,93,TX
H.R. 11537,"Sikes, Robert L. F. [Rep.-D-FL-01]",Democratic,11/15/1973,93,FL
H.R. 11510,"Holifield, Chet [Rep.-D-CA-19]",Democratic,11/15/1973,93,CA
H.R. 11459,"Sikes, Robert L. F. [Rep.-D-FL-01]",Democratic,11/13/1973,93,FL
H.R. 11452,"Carey, Hugh L. [Rep.-D-NY-15]",Democratic,11/13/1973,93,NY
H.R. 11441,"Perkins, Carl Dewey [Rep.-D-KY-07]",Democratic,11/13/1973,93,KY
H.R. 11385,"Rogers, Paul G. [Rep.-D-FL-11]",Democratic,11/08/1973,93,FL
H.R. 11372,"Howard, James J. [Rep.-D-NJ-03]",Democratic,11/08/1973,93,NJ
H.R. 11333,"Ullman, Al [Rep.-D-OR-02]",Democratic,11/07/1973,93,OR
H.R. 11324,"Staggers, Harley O. [Rep.-D-WV-02]",Democratic,11/07/1973,93,WV
H.R. 11295,"Sullivan, Leonor K. (Mrs. John B.) [Rep.-D-MO-03]",Democratic,11/06/1973,93,MO
H.R. 11273,"Frey, Lou, Jr. [Rep.-R-FL-09]",Republican,11/06/1973,93,FL
H.R. 11251,"Ullman, Al [Rep.-D-OR-02]",Democratic,11/01/1973,93,OR
H.R. 11238,"Gude, Gilbert [Rep.-R-MD-08]",Republican,11/01/1973,93,MD
H.R. 11223,"Sullivan, Leonor K. (Mrs. John B.) [Rep.-D-MO-03]",Democratic,10/31/1973,93,MO
H.R. 11221,"St Germain, Fernand J. [Rep.-D-RI-01]",Democratic,10/31/1973,93,RI
H.R. 11144,"Hosmer, Craig [Rep.-R-CA-32]",Republican,10/29/1973,93,CA
H.R. 11143,"Hicks, Floyd V. [Rep.-D-WA-06]",Democratic,10/29/1973,93,WA
H.R. 11108,"Diggs, Charles C., Jr. [Rep.-D-MI-13]",Democratic,10/25/1973,93,MI
H.R. 11105,"Brademas, John [Rep.-D-IN-03]",Democratic,10/25/1973,93,IN
H.R. 11104,"Ullman, Al [Rep.-D-OR-02]",Democratic,10/25/1973,93,OR
H.R. 11088,"Morgan, Thomas E. [Rep.-D-PA-22]",Democratic,10/24/1973,93,PA
H.R. 11013,"Burton, Phillip [Rep.-D-CA-05]",Democratic,10/18/1973,93,CA
H.R. 10972,"Goodling, George A. [Rep.-R-PA-19]",Republican,10/17/1973,93,PA
H.R. 10942,"Sullivan, Leonor K. (Mrs. John B.) [Rep.-D-MO-03]",Democratic,10/16/1973,93,MO
H.R. 10937,"Rodino, Peter W., Jr. [Rep.-D-NJ-10]",Democratic,10/16/1973,93,NJ
H.R. 10840,"Nedzi, Lucien N. [Rep.-D-MI-14]",Democratic,10/10/1973,93,MI
H.R. 10834,"Burton, Phillip [Rep.-D-CA-05]",Democratic,10/10/1973,93,CA
H.R. 10827,"Flood, Daniel J. [Rep.-D-PA-11]",Democratic,10/09/1973,93,PA
H.R. 10806,"Stark, Fortney Pete [Rep.-D-CA-08]",Democratic,10/09/1973,93,CA
